filename,width,height,class,xmin,ymin,xmax,ymax
018586_jpg.rf.0b1c0a0facdbfdf275effb1830a9190e.jpg,224,224,0,115,97,135,154
038389_jpg.rf.0af76cae2fa452fae37cbcdbd51aca90.jpg,224,224,1,140,89,161,100
041467_jpg.rf.0b2eedd8163570c1c911daf4e87c71ed.jpg,224,224,1,102,75,113,83
036580_jpg.rf.0b6f111ceb8a085a0dbcd4c6f1d7f551.jpg,224,224,4,133,100,145,129
018592_jpg.rf.0b5820d1d4e8e3983a3296d0abfffeb3.jpg,224,224,0,95,72,114,104
026325_jpg.rf.0b5a4eafa30f6cee09adfb0a1f4c1536.jpg,224,224,1,106,133,129,162
025504_jpg.rf.0bab47e677dec767c02674bbc978ed85.jpg,224,224,0,94,62,116,124
042789_jpg.rf.0ba542be367be7852f3c80fa3a5f357a.jpg,224,224,4,108,89,126,123
030696_jpg.rf.0b4edc5cba0bd8f19232483512138c52.jpg,224,224,4,132,94,147,114
025636_jpg.rf.0ba3579e2c973fcb36621f6374a93710.jpg,224,224,0,83,113,120,165
036037_jpg.rf.0bdc495a0bb5b3e0ce58c1a294a2401b.jpg,224,224,1,101,100,116,117
039426_jpg.rf.0ba5c1c3c5cb704280452273ae78ed92.jpg,224,224,3,127,102,156,142
026693_jpg.rf.0b720f84ec4129a793dcb204dc0376e1.jpg,224,224,1,96,89,110,100
030533_jpg.rf.0b8c2ef2289f53e3ac4dd7a84ae8258c.jpg,224,224,1,90,76,102,94
026867_jpg.rf.0b7ee64c4cd78b290e0972360e8aa186.jpg,224,224,1,115,106,126,142
010305_jpg.rf.0bcccb789f134b068e615c2b2e6215fd.jpg,224,224,2,88,161,101,180
032028_jpg.rf.0ba2e791c1d4d6ed2e4d0b8f80794213.jpg,224,224,3,107,115,139,155
033660_jpg.rf.0bfce9b9815b8369a441d075ddec4533.jpg,224,224,1,100,120,126,133
033411_jpg.rf.0b690bc1956f31cf81147626f2c850a6.jpg,224,224,1,150,140,171,150
009766_jpg.rf.0bf3300afe874a28f47ccca47b8ccf9e.jpg,224,224,2,117,124,129,143
011171_jpg.rf.0be5b348b4cc41fe77e45a3f25197c1c.jpg,224,224,2,100,96,111,141
009254_jpg.rf.0bfec0c0ce3e69d25020a7098517c9f7.jpg,224,224,2,74,115,82,132
035507_jpg.rf.0c0328bc6d78aca56d9a04d197dfac85.jpg,224,224,3,68,84,84,131
027972_jpg.rf.0b9fcd04be7c76eb15e467a6404b0d8a.jpg,224,224,3,145,73,177,87
017123_jpg.rf.0c0638964bd1e591ffcb6ffe09825632.jpg,224,224,0,122,119,142,155
031393_jpg.rf.0c03ae7b0356d500c529c9db52a9b450.jpg,224,224,4,76,97,93,129
035570_jpg.rf.0c0b81c70b86bf9d964f502e03e05137.jpg,224,224,4,74,104,99,121
018567_jpg.rf.0c1f5e2812963647c5452ad735f0927b.jpg,224,224,0,94,87,107,149
030051_jpg.rf.0bf46484327e755c55c211ed2c12a007.jpg,224,224,1,56,124,82,134
035253_jpg.rf.0c3a3e62a34d8cd35e360c3904c08372.jpg,224,224,1,89,95,102,123
042341_jpg.rf.0c4eb34ecf4e0af55f22eb81539306ab.jpg,224,224,3,111,71,133,95
041679_jpg.rf.0c5b7921170b04f79f83dbef6f29174f.jpg,224,224,1,133,112,145,130
027646_jpg.rf.0ca3b9df4cc2bbbb675508e607f4983d.jpg,224,224,4,108,96,123,112
036866_jpg.rf.0c623131e3cc107688d0677bab2fb63b.jpg,224,224,3,80,94,119,116
031407_jpg.rf.0c9d9fb2f506ac0ce22f48f96c2f3832.jpg,224,224,1,117,75,127,97
026487_jpg.rf.0c70baab135e13688a4e9035c7f2999e.jpg,224,224,4,119,103,132,120
020892_jpg.rf.0cc572d2e78e3f8931fb36ea1dc58433.jpg,224,224,0,140,93,162,125
016646_jpg.rf.0c0c3326f4740346d10d6ce69477ca7d.jpg,224,224,0,74,141,110,169
010319_jpg.rf.0c3dc10871239f462b3678217d84e84b.jpg,224,224,2,118,101,134,122
026937_jpg.rf.0c7fcf7ec24464dbdbf911939100d4e9.jpg,224,224,1,114,76,137,93
028769_jpg.rf.0cf174370952599515c63f0e64ed18d4.jpg,224,224,4,80,101,93,129
039862_jpg.rf.0c744c9cdf964e116eab10e7e5407788.jpg,224,224,3,32,110,49,152
030064_jpg.rf.0d073db747aba85b7b78a0470b0c1f1e.jpg,224,224,4,114,92,126,107
028942_jpg.rf.0d295926bcfa0c799c8fe647a9673bb6.jpg,224,224,4,119,100,131,127
009555_jpg.rf.0ce2f9351e5a101dc1f8114d9c4f945e.jpg,224,224,2,77,79,86,95
042017_jpg.rf.0c8b69b4b68489fb55a4761d86293701.jpg,224,224,1,72,106,103,120
037478_jpg.rf.0d325cb7c1a71981cbe306464793fe67.jpg,224,224,3,133,113,150,131
019397_jpg.rf.0c22d9c54aed78fbd2556b9ffe49c1af.jpg,224,224,0,105,89,117,141
016959_jpg.rf.0cbffd36f640fe3d703aed442e1eaa3d.jpg,224,224,0,88,89,109,141
027311_jpg.rf.0cf955af2ca33cf8c019b03c61333d48.jpg,224,224,3,107,42,122,97
026688_jpg.rf.0c562bea56751dd2cd80919d592e98f4.jpg,224,224,4,124,116,147,138
037850_jpg.rf.0cd0414d6aad09dd4d19ac56aa8c4eb5.jpg,224,224,3,76,114,102,130
010029_jpg.rf.0d391111b26c265c0220449e757f00a7.jpg,224,224,2,80,62,96,86
032664_jpg.rf.0d9c6e6c5b47f2a66d8da922503b4fec.jpg,224,224,3,85,113,100,163
019100_jpg.rf.0cd9ec7037685b22e78c07bf6230e473.jpg,224,224,0,140,104,162,123
041194_jpg.rf.0d6f6bbcf0ccd10defe1e8bc24ff979e.jpg,224,224,1,147,140,177,157
036538_jpg.rf.0dd169c3f61681f475305b700d007bcb.jpg,224,224,1,111,58,129,80
028188_jpg.rf.0dd38af6d7c7dc4ad3a7bd5be4d3f6b7.jpg,224,224,4,120,88,145,100
033879_jpg.rf.0db901bce9f30f2e7b9492eb865df2b7.jpg,224,224,3,160,101,175,128
036554_jpg.rf.0d5455412791fb8771299ea3d3961a9f.jpg,224,224,3,65,119,75,133
035598_jpg.rf.0d73130a7bee081d857012949fd038b4.jpg,224,224,3,156,106,196,126
039659_jpg.rf.0de641c444fd1b35401c7944620a710e.jpg,224,224,3,132,90,149,133
033760_jpg.rf.0d2c8fbe45e01882feea1346a304142a.jpg,224,224,4,93,106,110,131
031565_jpg.rf.0d8981a329ef95858fc6231dbf64706f.jpg,224,224,1,75,102,94,127
037628_jpg.rf.0dac56c89df93dff206229dcb14c247c.jpg,224,224,4,158,102,172,116
035428_jpg.rf.0d68d9a24e1c639d16f0f54d54b0dc34.jpg,224,224,4,140,139,165,150
034529_jpg.rf.0d8fef437ddcb32112089a3126bab715.jpg,224,224,4,64,93,73,122
026589_jpg.rf.0daeac7603afa26e3cb644ae36e21dbb.jpg,224,224,3,132,97,140,138
032206_jpg.rf.0dfcb45b400c66ef8f7af041f5813da2.jpg,224,224,3,86,102,108,126
036466_jpg.rf.0e14838de1456fd3171bce2a1d0c5744.jpg,224,224,1,109,107,139,125
037713_jpg.rf.0e1de602b15d358b10b568238cdb2077.jpg,224,224,4,73,79,100,96
031045_jpg.rf.0e1043533258689ad07443bb2041afcb.jpg,224,224,4,76,120,92,134
026497_jpg.rf.0dea8671e0906fab57600fef1bc6a8e4.jpg,224,224,3,79,120,104,135
033392_jpg.rf.0e0ee79d2e91ae5668976a83d0e7bb04.jpg,224,224,4,157,67,168,85
038800_jpg.rf.0e331d44639c7697e5c9e5315dda62b2.jpg,224,224,1,102,128,131,144
035899_jpg.rf.0deadf87b63151982279f44e78d05b48.jpg,224,224,3,151,74,175,103
027960_jpg.rf.0e4f6b2ee2f23f8696d87c11862fbac3.jpg,224,224,3,133,107,149,133
041191_jpg.rf.0eae83360525cbb0a1bcd3e57ada85cd.jpg,224,224,3,161,86,172,126
032463_jpg.rf.0e81fc6d68e1db8e95e0b6c221e1ee08.jpg,224,224,4,131,75,146,107
040608_jpg.rf.0eb146ce5aee40c1212ee4cbd67dc1e0.jpg,224,224,4,82,110,96,136
020209_jpg.rf.0ed0effad9fa7766fcd3a2d112fd3656.jpg,224,224,0,93,84,132,116
037733_jpg.rf.0eaabcefbb32eadacdb66dd9169b69fa.jpg,224,224,4,131,149,143,159
010227_jpg.rf.0e84844f4b427f638f46a21ffb17135a.jpg,224,224,2,97,87,159,101
037460_jpg.rf.0edfb6454ee49d751d1fb7ccb0b44d63.jpg,224,224,3,52,117,72,137
028964_jpg.rf.0eac446349b3343ac2e6ade1ba52ac93.jpg,224,224,1,159,95,184,110
022294_jpg.rf.0ee8bdb40c505306317e2e5420ab198a.jpg,224,224,0,101,141,117,160
009802_jpg.rf.0e3d14d0ac2d58dcaac5a2e302930857.jpg,224,224,2,128,112,147,141
017961_jpg.rf.0e08be9d254dc09399b3ae25261f8c83.jpg,224,224,0,151,117,178,142
027084_jpg.rf.0ef8f44ee091caacb335f19188fd688c.jpg,224,224,3,100,94,119,138
018251_jpg.rf.0ecb9c965e6be9a911bc9c331ad190d4.jpg,224,224,0,60,110,86,141
026737_jpg.rf.0f6f7646bbaa31452cc8b5359cb3aad1.jpg,224,224,3,157,101,173,148
040695_jpg.rf.0fa24e71dc32cde1eb26338653d31fc7.jpg,224,224,1,93,42,113,64
038228_jpg.rf.0f114e1e6a9fd41b2de12651925ecf86.jpg,224,224,3,140,30,154,77
029625_jpg.rf.0f0bae61ad237f4d3f91622882646184.jpg,224,224,4,152,96,172,124
035044_jpg.rf.0f78ab8198ccc9a866f9ff01814aa0d3.jpg,224,224,3,115,79,134,126
031090_jpg.rf.0eb9d6bf7179c3f5645758df0e5f9158.jpg,224,224,4,93,96,121,113
035321_jpg.rf.0f5b53444db1a8de11badf60a865bd67.jpg,224,224,4,117,101,134,129
039484_jpg.rf.0f4592ded2dbadf84844b6d2ab6cdc77.jpg,224,224,1,170,77,190,103
032913_jpg.rf.0f0c1bacedd164472cfdd0554fce762f.jpg,224,224,3,83,75,115,94
038746_jpg.rf.0ef0e16a87683d57a62a1a8fb2e16d7e.jpg,224,224,1,103,90,121,115
034598_jpg.rf.0e63defaee8ec65fec37b5b259c07346.jpg,224,224,3,121,86,132,108
034143_jpg.rf.0fae9c6ac3edddee3cbea4ceca876e1e.jpg,224,224,4,153,103,168,135
039200_jpg.rf.0e7a518557dbff0d77a93abe44d64b33.jpg,224,224,3,146,101,182,120
040516_jpg.rf.0f93eee2f42574d178c95d6491e93d6b.jpg,224,224,4,82,113,106,147
041218_jpg.rf.0fc4c7552b62873975614acd69979646.jpg,224,224,4,161,79,171,90
032857_jpg.rf.0fb31cb20a746450fbf8c2d1af975d14.jpg,224,224,3,150,113,167,136
042446_jpg.rf.10069a95beea5c719813372c3fcb41fc.jpg,224,224,3,72,102,100,116
038354_jpg.rf.1023e1350cf00cafa050d0a9d27932f4.jpg,224,224,3,19,92,33,135
018160_jpg.rf.0fda0bf935b62f773afae597bd18c665.jpg,224,224,0,84,66,98,109
009719_jpg.rf.0fa6dad8efce7804f586743a6f6fc5a8.jpg,224,224,2,140,133,148,148
024423_jpg.rf.0fddf7c346c34f48d99bb7e580f53ef9.jpg,224,224,0,88,66,106,82
031291_jpg.rf.101d64780ea2b846caa2ef49e57f5a38.jpg,224,224,4,106,89,121,123
010248_jpg.rf.0f5811d6fedc989762c5b7369941c4ca.jpg,224,224,2,118,115,124,152
032184_jpg.rf.0fc89f3cee45666931babde8385e1853.jpg,224,224,3,148,88,166,137
027295_jpg.rf.10093d14d026cc940def54e90b0eaf08.jpg,224,224,4,128,103,145,133
038466_jpg.rf.10505d59230622563d08d0e56abfa144.jpg,224,224,4,105,59,122,78
036481_jpg.rf.0fc6bdee458e868a307d7ee95db646a4.jpg,224,224,1,124,113,141,135
016887_jpg.rf.104440cd3e76aa0d346e955e0112187a.jpg,224,224,0,97,108,131,132
029712_jpg.rf.1057a65d3853055a3e162977207b4a58.jpg,224,224,3,129,99,162,132
037718_jpg.rf.1046e6656c7b24accfa09e44fabadc20.jpg,224,224,1,116,84,138,94
031307_jpg.rf.0fe94d4436eed6c9e6dd7081bd6831ae.jpg,224,224,3,80,103,107,114
033806_jpg.rf.10a4544bed0b1631ca25674b2607c63d.jpg,224,224,4,110,99,128,131
030821_jpg.rf.10880411e4651102ee4be31dd6d387cd.jpg,224,224,4,109,109,127,127
017344_jpg.rf.10b170bef731fc89df575582192e3637.jpg,224,224,0,131,76,145,120
026034_jpg.rf.10b7b14cb55e5e34ef92b6cbe4620f60.jpg,224,224,3,106,74,125,124
041024_jpg.rf.10b6b1f3c5f65d4283d0478840b493df.jpg,224,224,1,139,81,150,111
037550_jpg.rf.11243a99f582d7e5701c1ddbc31e1d38.jpg,224,224,4,101,98,119,127
040025_jpg.rf.109a21559475b261314e4755ae490ee4.jpg,224,224,3,52,161,59,175
010824_jpg.rf.10577d9111e297f3f2385a701935c475.jpg,224,224,2,89,123,112,141
024009_jpg.rf.101cd8da2177bdc216f5fc4a09602e84.jpg,224,224,0,116,79,144,112
035849_jpg.rf.10498da9ff06fefd74b6657eb0e0b535.jpg,224,224,1,119,123,141,151
024737_jpg.rf.107d83dc519db458d4246247307b523a.jpg,224,224,0,82,116,97,134
031789_jpg.rf.102be3213d899a9015a697f5fd5733bb.jpg,224,224,4,166,110,176,136
019052_jpg.rf.1159fa373b5b6a3d3052f5592f89d62e.jpg,224,224,0,73,107,112,137
035006_jpg.rf.113351b2dff1cfdc9b397fb599c483ae.jpg,224,224,1,154,82,176,97
042244_jpg.rf.10d6eaf4ad0bf001b77f705c204a29e5.jpg,224,224,4,87,126,100,145
030159_jpg.rf.10d25b15eb0bee0b5cb781a6902f1a80.jpg,224,224,1,103,99,135,123
036353_jpg.rf.10e69627997c76aa8709105df41918dd.jpg,224,224,3,106,74,148,83
039590_jpg.rf.1198f31493357d18ca8186fccc1ea212.jpg,224,224,1,119,122,147,135
028162_jpg.rf.10fdd10bb14e0d0e59b856945fff7efc.jpg,224,224,4,114,105,133,117
031050_jpg.rf.1113f9d448c29af100ab2507778aa767.jpg,224,224,3,129,82,154,113
036867_jpg.rf.111f28afc35a808cd4deaabbaba1e4d7.jpg,224,224,3,145,89,158,131
034979_jpg.rf.116af86bf2368e63fd1a87aaf00bb367.jpg,224,224,4,176,95,189,123
037349_jpg.rf.1146e27a04799c496fe08fee2b74ba1d.jpg,224,224,1,117,144,140,154
026262_jpg.rf.1169b6e1f1f7a29d8eadf93964487ab4.jpg,224,224,1,7,134,32,144
016694_jpg.rf.11a12444e24ffaf0293c65dfcbcc3074.jpg,224,224,0,106,110,140,130
042103_jpg.rf.116fcfeaf1120c1c827434790978197a.jpg,224,224,1,129,88,140,102
033115_jpg.rf.11b1062504d0562eff3b3ae6f57ad786.jpg,224,224,1,151,59,166,78
023654_jpg.rf.11d78128fe2cfc5bd4e99b69e11c955c.jpg,224,224,0,122,71,178,87
025742_jpg.rf.11a729cbdd40a9bca7fcdd2ebc425f53.jpg,224,224,0,115,115,135,142
027969_jpg.rf.119c916a7a02e717819305168b1795bb.jpg,224,224,3,82,117,121,127
035682_jpg.rf.11b49eed40375c598e92333be93cac30.jpg,224,224,1,80,105,95,126
030866_jpg.rf.11eb4fc75329392b93518380d1ff7a4b.jpg,224,224,1,99,92,118,119
027528_jpg.rf.11e99d0b7539fadaacdf7e442e31f021.jpg,224,224,1,97,96,124,108
016207_jpg.rf.1247868d43e045084ec1075d9b01f2ab.jpg,224,224,0,81,65,112,88
009819_jpg.rf.11c5b84bec85efde29044f8934eb17a3.jpg,224,224,2,64,84,72,139
010637_jpg.rf.125f59acf7861f444b83381efd8d0b2e.jpg,224,224,2,178,97,187,121
022247_jpg.rf.117192acd945fea70b9f4ae79609da41.jpg,224,224,0,72,116,90,135
035609_jpg.rf.124d9c703b3cee2f73ef437c3d9e44c0.jpg,224,224,1,128,79,155,109
030389_jpg.rf.11dc9bf30ff97bab6d3d8beaed348c0b.jpg,224,224,1,136,103,150,134
026505_jpg.rf.129885f69bdee48d9900c35d90c37fc1.jpg,224,224,4,126,109,139,137
029858_jpg.rf.1296c179441e2c290febf33b4c1d6cfc.jpg,224,224,3,68,127,81,167
030102_jpg.rf.12286edfe571ad2b8695858796991d94.jpg,224,224,1,95,106,112,129
025396_jpg.rf.120883ac53a3c3439f1b279b1b09dcb0.jpg,224,224,0,117,79,138,116
026268_jpg.rf.1294bdf51fc2801cf65741f0b5730709.jpg,224,224,1,159,147,189,155
036728_jpg.rf.11d38a9babf38f97926f86510f81dc8f.jpg,224,224,1,101,114,113,126
030861_jpg.rf.12b1ee925230082fa9a9b0c5b890d923.jpg,224,224,1,119,99,130,112
027998_jpg.rf.12ad95ea805aeec540c7a5624a5d55f1.jpg,224,224,1,122,81,149,89
032275_jpg.rf.1188e88c0fb11ac30796ffc648934813.jpg,224,224,1,97,128,120,141
027914_jpg.rf.12b449465487b861b6b27cdf45ab3a08.jpg,224,224,3,63,89,78,130
030149_jpg.rf.11de7c9db2d301ee9c9f8688e494112f.jpg,224,224,3,89,76,102,120
026179_jpg.rf.129981dff4e001703ef53ca3e89dff27.jpg,224,224,3,107,68,126,116
013297_jpg.rf.1211cb4c526a5472f5ded35c3d64d461.jpg,224,224,2,139,88,178,109
038519_jpg.rf.12e93f0553477ea16e8ef55c38e67519.jpg,224,224,4,64,104,87,144
021662_jpg.rf.132c8415f89ce70569076c849ee3a8d3.jpg,224,224,0,90,82,110,115
025176_jpg.rf.105f07650c40ed8a660a5b8d95a605c3.jpg,224,224,0,131,114,149,135
033822_jpg.rf.12dd5f46d09cde29cd0f9475676f079e.jpg,224,224,1,138,79,156,93
009854_jpg.rf.133bd3e873bd23883b723fd9038c074c.jpg,224,224,2,137,56,180,70
020698_jpg.rf.133afac10d88b2a088a25c5c3fb15e27.jpg,224,224,0,67,74,87,106
032934_jpg.rf.12f7ceda892ba134430f7b35566e6bf1.jpg,224,224,4,161,117,176,148
027666_jpg.rf.133828b77f920eeda7bd5c0185aa65a5.jpg,224,224,4,127,107,144,120
020344_jpg.rf.12bb7e6cb9bd0d5a0baf004b3ff2b923.jpg,224,224,0,106,82,138,111
041144_jpg.rf.1362a0af34e5ac93917775b9c3751759.jpg,224,224,1,129,124,156,141
035133_jpg.rf.1379b1b34b2b16f07dc81896fe160aa3.jpg,224,224,3,71,107,88,152
028876_jpg.rf.11fdc89964a6e4e7d48e3415c5999260.jpg,224,224,3,125,133,148,152
032105_jpg.rf.12b733f5c586de7683c3ef76bd748d6e.jpg,224,224,4,109,86,129,122
026232_jpg.rf.131cf21f64bf09fc6b1494de36a576cc.jpg,224,224,4,163,121,178,137
010612_jpg.rf.13077afc2fcbf9284674426fd11d272e.jpg,224,224,2,133,97,143,156
035020_jpg.rf.13bbffcf60bf11c6d3c19cff0726d982.jpg,224,224,3,60,103,83,121
010438_jpg.rf.1366c874e8312d2968b6bf86c12eb1db.jpg,224,224,2,129,66,144,78
018744_jpg.rf.135c8c10798c92286f2c7e6cc5343829.jpg,224,224,0,67,79,99,97
009219_jpg.rf.12dca8089f4a9cc48001901bdb74e680.jpg,224,224,2,86,89,99,107
039838_jpg.rf.13db8a3541dd39905c7d3093dc16fd5b.jpg,224,224,3,130,86,137,130
030216_jpg.rf.139fb4861bc6b9ad1c06334b969151b1.jpg,224,224,3,113,102,151,115
009108_jpg.rf.139c01548aa1b052cd2dc68e0d0fe18a.jpg,224,224,2,81,116,96,130
024674_jpg.rf.13c7af66e1feef86022cea19995cb7db.jpg,224,224,0,196,46,220,106
042994_jpg.rf.141176d36edf4a11d33dad95a76e61b6.jpg,224,224,1,103,115,123,130
024669_jpg.rf.140140989304fa325eeffaa1438d0200.jpg,224,224,0,110,117,130,180
017695_jpg.rf.137048c01664b9fbb9fb4933fa6e8bf9.jpg,224,224,0,131,99,156,160
042018_jpg.rf.13bbfadd0a3ace70d4c4abf94329919e.jpg,224,224,3,101,69,133,94
038609_jpg.rf.13ad9d32fe7c7036df77c8bb77ccc241.jpg,224,224,4,103,50,120,71
031267_jpg.rf.1421feaf1c73411e6864eac3624b1ebb.jpg,224,224,1,94,105,110,128
036503_jpg.rf.144a644a42c85d3b2627e80215d5c454.jpg,224,224,1,100,129,127,145
039754_jpg.rf.1437bded1a9380bae910c1aef991cccf.jpg,224,224,1,83,91,108,106
028231_jpg.rf.14824631a7d5b31344dd30a86a304fa6.jpg,224,224,1,137,129,162,149
020779_jpg.rf.1430aeb962da8c168a1b016b49a00c80.jpg,224,224,0,130,95,164,128
031883_jpg.rf.143e6413e2d27defcaab13966013d159.jpg,224,224,1,109,98,126,112
040297_jpg.rf.13fc5713ec9192c08a3b4062a1692283.jpg,224,224,4,140,68,145,92
029825_jpg.rf.148f2ec2a3caf71a38fe2930e2b4c3c4.jpg,224,224,4,91,101,99,126
027901_jpg.rf.14190814865d50474d7f643391d8665d.jpg,224,224,3,150,122,158,163
041559_jpg.rf.1424e59777726cc7cba8ec27fa1101bf.jpg,224,224,1,99,87,122,102
010221_jpg.rf.13cc2c6262837ec5238e047dafc4a1d3.jpg,224,224,2,153,93,161,135
010454_jpg.rf.144b48931a64f1b86112e427d9403c4b.jpg,224,224,2,135,105,148,120
017733_jpg.rf.14739cfaa92cd4ba54534caef0ad9fd6.jpg,224,224,0,112,121,140,138
009814_jpg.rf.149b6130e8ec6d6212c53db5f251bc90.jpg,224,224,2,119,93,176,106
031940_jpg.rf.14437b9c749ba0bb9ece9ed62212afe4.jpg,224,224,1,113,72,128,101
028921_jpg.rf.14941f26a23efd0f113f148e65f617d8.jpg,224,224,3,129,97,147,145
019030_jpg.rf.14afc27c40ac9475bcb6be026ca6c0a5.jpg,224,224,0,74,81,97,140
021275_jpg.rf.13dd62502128d5c5201d76ea3b0bf3b0.jpg,224,224,0,113,107,146,146
031533_jpg.rf.14c2b2915929772703b269ff43dd4120.jpg,224,224,1,140,77,168,93
018241_jpg.rf.14b238cada3378f1f57a695b27ef888c.jpg,224,224,0,67,78,82,128
027242_jpg.rf.14c5505d6e0119263ad6b080c56646ab.jpg,224,224,3,107,81,122,129
036995_jpg.rf.14524c50b838b5c9d127e2a8230209c3.jpg,224,224,3,127,80,139,100
027709_jpg.rf.1524a4fc6339e04f7dc82a58ffd531e2.jpg,224,224,4,110,87,128,116
025554_jpg.rf.1509a4c58120d13b8c74b6d941a996b4.jpg,224,224,0,133,114,150,135
010187_jpg.rf.148959d6e1aeaab7c3d6fc0de86bb664.jpg,224,224,2,182,65,193,82
038193_jpg.rf.150a38c3ea78a22e135ef71870832c00.jpg,224,224,1,52,73,61,88
027193_jpg.rf.1519635e9e71f4932396648155d16493.jpg,224,224,1,98,126,107,136
040464_jpg.rf.14bd5bc805bfbba1b8c07f3cd2588a4a.jpg,224,224,3,140,98,158,140
009832_jpg.rf.153208e80797dc6746a1346cbb918666.jpg,224,224,2,155,83,171,140
034694_jpg.rf.1498d5c5a94df5214d606814b8cc45d4.jpg,224,224,4,122,105,138,134
037071_jpg.rf.1512064486f0ca6e217d3764d3be19c2.jpg,224,224,4,63,92,78,127
009154_jpg.rf.152048e3448005b0befdc9e04702c2c3.jpg,224,224,2,146,70,155,123
021041_jpg.rf.15581b284d5ae62df158bba8b0eded2b.jpg,224,224,0,92,79,117,111
027469_jpg.rf.153b58009ff78cea47e4b7873a88304d.jpg,224,224,3,66,99,96,114
034504_jpg.rf.1564705da08840af3218cad5681d2c59.jpg,224,224,1,105,86,121,115
037098_jpg.rf.157f58b65e61894e29727747ffea1d29.jpg,224,224,4,75,113,95,124
038593_jpg.rf.1576f11897db5932971d8c9cfbcdca65.jpg,224,224,3,35,88,49,124
021840_jpg.rf.1557fcf0c667d4c8a93c325506ae543a.jpg,224,224,0,67,82,107,114
027674_jpg.rf.15a5b43fa33e5723f3a4b0bf424e72d0.jpg,224,224,4,110,102,132,128
010741_jpg.rf.15b4568eba04842df01bc1585b0f5e4c.jpg,224,224,2,75,126,115,139
035408_jpg.rf.15a9af33add6950fe8fbaa438f722f29.jpg,224,224,1,97,98,114,112
041184_jpg.rf.15bb5dab34227c59d370a7b9f74b75ca.jpg,224,224,3,112,88,141,126
042852_jpg.rf.15cd50adb392273b25169291fcbb8201.jpg,224,224,3,147,76,170,93
009803_jpg.rf.1585fcfa43d4c3004713ef38782fc3bc.jpg,224,224,2,125,109,142,137
033677_jpg.rf.15cadf0a283006ccc1d33c57e76780ac.jpg,224,224,3,122,101,137,147
020596_jpg.rf.1594b11a38b193efc0a1085cbc473dec.jpg,224,224,0,95,94,120,121
035295_jpg.rf.15914ab4a843a1301404522da22cedf7.jpg,224,224,3,115,92,126,135
034473_jpg.rf.15ea2f825fe7ec901225daf0d81f7581.jpg,224,224,4,130,80,140,90
010442_jpg.rf.156cebad0d1ece900540b323e5432f27.jpg,224,224,2,122,136,133,151
